indexID,date,stockID,wgt
EI000905,2015/9/30,EQ600487,0.004910097
EI000905,2015/9/30,EQ600488,0.004150741
EI000905,2015/9/30,EQ600496,0.019563994
EI000905,2015/9/30,EQ600537,0.008297388
EI000905,2015/9/30,EQ600572,0.006634066
EI000905,2015/9/30,EQ600580,0.010237738
EI000905,2015/9/30,EQ600651,0.018362924
EI000905,2015/9/30,EQ600664,0.008229397
EI000905,2015/9/30,EQ600737,0.008234204
EI000905,2015/9/30,EQ600757,0.023766376
EI000905,2015/9/30,EQ600765,0.013174983
EI000905,2015/9/30,EQ600776,0.004307946
EI000905,2015/9/30,EQ600790,0.02110477
EI000905,2015/9/30,EQ600803,0.005474163
EI000905,2015/9/30,EQ600812,0.004665676
EI000905,2015/9/30,EQ600826,0.025795614
EI000905,2015/9/30,EQ600881,0.027242947
EI000905,2015/9/30,EQ600894,0.013820808
EI000905,2015/9/30,EQ601886,0.023889742
EI000905,2015/9/30,EQ601908,0.007442014
EI000905,2015/9/30,EQ603001,0.01148693
EI000905,2015/9/30,EQ603169,0.007261411
EI000905,2015/9/30,EQ603328,0.009666736
EI000905,2015/9/30,EQ603369,0.009012303
EI000905,2015/9/30,EQ603766,0.014837653
EI000905,2015/11/9,EQ000012,0.008747125
EI000905,2015/11/9,EQ000031,0.013875425
EI000905,2015/11/9,EQ000078,0.011653892
EI000905,2015/11/9,EQ000099,0.012227722
EI000905,2015/11/9,EQ000417,0.010901137
EI000905,2015/11/9,EQ000422,0.006616246
EI000905,2015/11/9,EQ000488,0.010994542
EI000905,2015/11/9,EQ000501,0.01200257
EI000905,2015/11/9,EQ000513,0.010609225
EI000905,2015/11/9,EQ000547,0.013838207
EI000905,2015/11/9,EQ000563,0.018603671
EI000905,2015/11/9,EQ000652,0.009672072
EI000905,2015/11/9,EQ000656,0.010163989
EI000905,2015/11/9,EQ000661,0.012540106
EI000905,2015/11/9,EQ000667,0.009327831
EI000905,2015/11/9,EQ000680,0.006796344
EI000905,2015/11/9,EQ000718,0.011318251
EI000905,2015/11/9,EQ000758,0.018591375
EI000905,2015/11/9,EQ000816,0.008224603
EI000905,2015/11/9,EQ000830,0.008198749
EI000905,2015/11/9,EQ000860,0.006039122
EI000905,2015/11/9,EQ000900,0.011712709
EI000905,2015/11/9,EQ000919,0.009393104
EI000905,2015/11/9,EQ000939,0.009487801
EI000905,2015/11/9,EQ000975,0.012995406
EI000905,2015/11/9,EQ002005,0.008727244
EI000905,2015/11/9,EQ002011,0.007624571
EI000905,2015/11/9,EQ002013,0.010442008
EI000905,2015/11/9,EQ002063,0.010433915
EI000905,2015/11/9,EQ002069,0.011272053
EI000905,2015/11/9,EQ002078,0.011125341
EI000905,2015/11/9,EQ002195,0.013227845
EI000905,2015/11/9,EQ002221,0.010491217
EI000905,2015/11/9,EQ002233,0.00678797
EI000905,2015/11/9,EQ002237,0.013782882
EI000905,2015/11/9,EQ002267,0.010534451
EI000905,2015/11/9,EQ002273,0.009184648
EI000905,2015/11/9,EQ002281,0.009846883
EI000905,2015/11/9,EQ002309,0.006773258
EI000905,2015/11/9,EQ002317,0.007917832
EI000905,2015/11/9,EQ002332,0.008287348
EI000905,2015/11/9,EQ002393,0.008648676
EI000905,2015/11/9,EQ002414,0.010788916
EI000905,2015/11/9,EQ002477,0.009205611
EI000905,2015/11/9,EQ002489,0.012396803
EI000905,2015/11/9,EQ002503,0.009242978
EI000905,2015/11/9,EQ002557,0.005239223
EI000905,2015/11/9,EQ002635,0.006918644
EI000905,2015/11/9,EQ002648,0.007486952
EI000905,2015/11/9,EQ002662,0.007850056
EI000905,2015/11/9,EQ002681,0.006290533
EI000905,2015/11/9,EQ300144,0.009347014
EI000905,2015/11/9,EQ300267,0.013417576
EI000905,2015/11/9,EQ300274,0.009436198
EI000905,2015/11/9,EQ600006,0.015505852
EI000905,2015/11/9,EQ600037,0.016830503
EI000905,2015/11/9,EQ600039,0.009399977
EI000905,2015/11/9,EQ600064,0.009931488
EI000905,2015/11/9,EQ600067,0.009095144
EI000905,2015/11/9,EQ600112,0.007341653
EI000905,2015/11/9,EQ600122,0.014366202
EI000905,2015/11/9,EQ600141,0.006185437
EI000905,2015/11/9,EQ600175,0.007293135
EI000905,2015/11/9,EQ600199,0.004181458
EI000905,2015/11/9,EQ600260,0.007937663
EI000905,2015/11/9,EQ600261,0.010602657
EI000905,2015/11/9,EQ600284,0.007312462
EI000905,2015/11/9,EQ600298,0.011820236
EI000905,2015/11/9,EQ600320,0.011415783
EI000905,2015/11/9,EQ600387,0.006173357
EI000905,2015/11/9,EQ600395,0.006149418
EI000905,2015/11/9,EQ600397,0.004343699
EI000905,2015/11/9,EQ600416,0.006986896
EI000905,2015/11/9,EQ600418,0.012785028
EI000905,2015/11/9,EQ600422,0.010918439
EI000905,2015/11/9,EQ600468,0.00725446
EI000905,2015/11/9,EQ600487,0.012315483
EI000905,2015/11/9,EQ600488,0.008022825
EI000905,2015/11/9,EQ600496,0.00695772
EI000905,2015/11/9,EQ600522,0.013917102
EI000905,2015/11/9,EQ600537,0.006753675
EI000905,2015/11/9,EQ600546,0.005178945
EI000905,2015/11/9,EQ600617,0.005352663
EI000905,2015/11/9,EQ600702,0.004499235
EI000905,2015/11/9,EQ600743,0.009383075
EI000905,2015/11/9,EQ600757,0.011535042
EI000905,2015/11/9,EQ600765,0.011196663
EI000905,2015/11/9,EQ600787,0.017915317
EI000905,2015/11/9,EQ600790,0.01121208
EI000905,2015/11/9,EQ600812,0.010143854
EI000905,2015/11/9,EQ600835,0.013045568
EI000905,2015/11/9,EQ600874,0.00957348
EI000905,2015/11/9,EQ600894,0.010744539
EI000905,2015/11/9,EQ600993,0.009797672
EI000905,2015/11/9,EQ601678,0.007106837
EI000905,2015/11/9,EQ601801,0.016615591
EI000905,2015/11/9,EQ601965,0.005904907
EI000905,2015/11/9,EQ601999,0.007920294
EI000905,2015/11/9,EQ603001,0.010957014
EI000905,2015/11/9,EQ603077,0.011132234
EI000905,2015/11/9,EQ603188,0.006586081
EI000905,2015/11/9,EQ603328,0.00514129
EI000905,2015/12/2,EQ000012,0.007605296
EI000905,2015/12/2,EQ000031,0.013791034
EI000905,2015/12/2,EQ000078,0.010475154
EI000905,2015/12/2,EQ000090,0.008498947
EI000905,2015/12/2,EQ000099,0.011297517
EI000905,2015/12/2,EQ000417,0.007496625
EI000905,2015/12/2,EQ000418,0.009814406
EI000905,2015/12/2,EQ000422,0.006463078
EI000905,2015/12/2,EQ000488,0.010902604
EI000905,2015/12/2,EQ000501,0.008479247
EI000905,2015/12/2,EQ000513,0.00968079
EI000905,2015/12/2,EQ000547,0.013547176
EI000905,2015/12/2,EQ000563,0.018677426
EI000905,2015/12/2,EQ000650,0.01035639
EI000905,2015/12/2,EQ000652,0.019319744
EI000905,2015/12/2,EQ000667,0.009599643
EI000905,2015/12/2,EQ000758,0.013885353
EI000905,2015/12/2,EQ000816,0.007476639
EI000905,2015/12/2,EQ000830,0.00796476
EI000905,2015/12/2,EQ000860,0.00558625
EI000905,2015/12/2,EQ000900,0.010662144
EI000905,2015/12/2,EQ000926,0.007725107
EI000905,2015/12/2,EQ000939,0.007483842
EI000905,2015/12/2,EQ000975,0.009815874
EI000905,2015/12/2,EQ002005,0.010482947
EI000905,2015/12/2,EQ002013,0.009954683
EI000905,2015/12/2,EQ002028,0.006705414
EI000905,2015/12/2,EQ002063,0.011416098
EI000905,2015/12/2,EQ002069,0.010812734
EI000905,2015/12/2,EQ002195,0.013096319
EI000905,2015/12/2,EQ002203,0.014545748
EI000905,2015/12/2,EQ002221,0.009232619
EI000905,2015/12/2,EQ002225,0.004198598
EI000905,2015/12/2,EQ002250,0.008059704
EI000905,2015/12/2,EQ002266,0.008688969
EI000905,2015/12/2,EQ002267,0.007864971
EI000905,2015/12/2,EQ002308,0.013576072
EI000905,2015/12/2,EQ002317,0.007118017
EI000905,2015/12/2,EQ002325,0.007010641
EI000905,2015/12/2,EQ002332,0.007256724
EI000905,2015/12/2,EQ002414,0.011491517
EI000905,2015/12/2,EQ002461,0.005221134
EI000905,2015/12/2,EQ002477,0.010258006
EI000905,2015/12/2,EQ002503,0.006594194
EI000905,2015/12/2,EQ002557,0.004995656
EI000905,2015/12/2,EQ002635,0.006829034
EI000905,2015/12/2,EQ002648,0.006999491
EI000905,2015/12/2,EQ002662,0.008615918
EI000905,2015/12/2,EQ002705,0.004507295
EI000905,2015/12/2,EQ300115,0.012912978
EI000905,2015/12/2,EQ300267,0.011854838
EI000905,2015/12/2,EQ600017,0.01707124
EI000905,2015/12/2,EQ600021,0.012278395
EI000905,2015/12/2,EQ600039,0.007960585
EI000905,2015/12/2,EQ600062,0.010414488
EI000905,2015/12/2,EQ600064,0.010194812
EI000905,2015/12/2,EQ600067,0.009600052
EI000905,2015/12/2,EQ600141,0.006016214
EI000905,2015/12/2,EQ600151,0.009786324
EI000905,2015/12/2,EQ600199,0.003888044
EI000905,2015/12/2,EQ600261,0.010672352
EI000905,2015/12/2,EQ600284,0.006074569
EI000905,2015/12/2,EQ600289,0.010526381
EI000905,2015/12/2,EQ600298,0.010924764
EI000905,2015/12/2,EQ600320,0.010418569
EI000905,2015/12/2,EQ600337,0.010729281
EI000905,2015/12/2,EQ600366,0.011873961
EI000905,2015/12/2,EQ600397,0.004840313
EI000905,2015/12/2,EQ600410,0.012432324
EI000905,2015/12/2,EQ600416,0.006690666
EI000905,2015/12/2,EQ600418,0.012138128
EI000905,2015/12/2,EQ600422,0.009738159
EI000905,2015/12/2,EQ600433,0.013314271
EI000905,2015/12/2,EQ600446,0.020273871
EI000905,2015/12/2,EQ600458,0.008694064
EI000905,2015/12/2,EQ600468,0.006658319
EI000905,2015/12/2,EQ600487,0.012511452
EI000905,2015/12/2,EQ600488,0.007248367
EI000905,2015/12/2,EQ600496,0.006120994
EI000905,2015/12/2,EQ600500,0.012383814
EI000905,2015/12/2,EQ600537,0.006917771
EI000905,2015/12/2,EQ600572,0.011479736
EI000905,2015/12/2,EQ600675,0.010269536
EI000905,2015/12/2,EQ600743,0.009677346
EI000905,2015/12/2,EQ600750,0.009372352
EI000905,2015/12/2,EQ600754,0.010026195
EI000905,2015/12/2,EQ600757,0.012052736
EI000905,2015/12/2,EQ600765,0.009930768
EI000905,2015/12/2,EQ600812,0.0093578
EI000905,2015/12/2,EQ600835,0.012220467
EI000905,2015/12/2,EQ600859,0.009410912
EI000905,2015/12/2,EQ600874,0.007308912
EI000905,2015/12/2,EQ600879,0.01483108
EI000905,2015/12/2,EQ600894,0.010502288
EI000905,2015/12/2,EQ600917,0.00644326
EI000905,2015/12/2,EQ600971,0.004943711
EI000905,2015/12/2,EQ601001,0.0062338
EI000905,2015/12/2,EQ601002,0.007356911
EI000905,2015/12/2,EQ601010,0.010383238
EI000905,2015/12/2,EQ601965,0.005544606
EI000905,2015/12/2,EQ601999,0.008539549
EI000905,2015/12/2,EQ603001,0.007912181
EI000905,2015/12/2,EQ603077,0.011313795
